velocity,skill,energy_consumption
60,Glue Type A,9.402450705
50,Glue Type A,10.98332853
60,Glue Type B,8.602900603
75,Glue Type A,6.517316438
60,Glue Type B,10.25306705
50,Glue Type B,12.16480784
75,Glue Type A,6.995254621
40,Glue Type A,13.50392989
75,Glue Type B,6.915034116
75,Glue Type B,8.583424425
40,Glue Type B,13.34526911
75,Glue Type A,5.82164639
50,Glue Type B,12.23362181
50,Glue Type B,9.435030446
75,Glue Type A,4.998081511
60,Glue Type A,6.823324364
75,Glue Type B,7.839211726
50,Glue Type A,11.27772172
40,Glue Type A,10.34032368
50,Glue Type A,8.249982963
40,Glue Type A,11.78296255
60,Glue Type A,6.654391286
40,Glue Type B,13.47250292
75,Glue Type B,8.351946891
75,Glue Type B,7.899880321
60,Glue Type B,10.12442843
40,Glue Type A,12.04204494
75,Glue Type B,8.717327805
50,Glue Type B,10.90113749
60,Glue Type B,9.445002667
60,Glue Type A,7.412737362
75,Glue Type B,7.478790532
60,Glue Type A,9.095084138
40,Glue Type A,11.83434803
75,Glue Type A,6.880520034
50,Glue Type B,11.20424699
75,Glue Type A,8.567867919
60,Glue Type B,9.590339545
50,Glue Type B,14.44764464
40,Glue Type B,14.03883683
50,Glue Type B,10.79872159
75,Glue Type B,8.328942399
50,Glue Type B,10.4332603
50,Glue Type B,11.05281429
75,Glue Type A,7.253687992
50,Glue Type B,12.31617062
60,Glue Type B,8.680661272
50,Glue Type A,9.243698649
75,Glue Type A,8.137741309
50,Glue Type B,12.16988032
40,Glue Type B,13.48345205
60,Glue Type B,9.279512096
60,Glue Type A,7.105358484
40,Glue Type B,13.30603547
60,Glue Type A,8.801989743
50,Glue Type A,9.466935216
60,Glue Type B,10.08125416
60,Glue Type A,6.067441848
75,Glue Type B,8.900111157
50,Glue Type B,11.23673379
75,Glue Type A,6.944319363
75,Glue Type B,9.281089065
60,Glue Type A,7.247077524
60,Glue Type B,6.968057514
60,Glue Type B,7.569108778
40,Glue Type A,10.99658189
60,Glue Type B,9.95983674
40,Glue Type A,11.98152834
75,Glue Type A,5.238859377
75,Glue Type B,8.644304566
50,Glue Type B,11.61362057
75,Glue Type A,6.230932682
50,Glue Type A,9.769262918
75,Glue Type A,7.213454024
60,Glue Type A,4.524631574
40,Glue Type A,12.39392808
50,Glue Type A,8.874372045
75,Glue Type B,9.277154909
40,Glue Type A,12.5139629
75,Glue Type A,5.698915906
75,Glue Type A,6.26948566
75,Glue Type B,9.029430535
75,Glue Type A,6.678808521
60,Glue Type B,9.791262084
75,Glue Type A,8.638760657
50,Glue Type B,9.970741045
75,Glue Type B,9.494608092
75,Glue Type B,7.273709721
40,Glue Type B,14.15499836
75,Glue Type B,9.594482583
75,Glue Type A,6.519958566
50,Glue Type A,10.00139975
40,Glue Type B,12.48060777
50,Glue Type B,11.80478995
40,Glue Type B,11.9287923
75,Glue Type B,10.05297461
40,Glue Type A,11.43345447
50,Glue Type A,11.00729566
50,Glue Type A,11.22772128
75,Glue Type A,6.466341948
50,Glue Type B,11.50584517
60,Glue Type A,7.954892716
50,Glue Type A,10.84359042
40,Glue Type A,10.79000098
50,Glue Type A,9.095301796
75,Glue Type A,7.694813128
50,Glue Type A,8.593308892
75,Glue Type A,5.477411938
50,Glue Type B,8.274929923
60,Glue Type A,9.128537804
40,Glue Type A,12.67517191
40,Glue Type A,13.38154375
50,Glue Type A,10.1559546
40,Glue Type A,11.48876196
75,Glue Type B,7.558230234
50,Glue Type A,8.877164859
75,Glue Type B,9.598277154
40,Glue Type A,11.30082457
60,Glue Type B,9.590359732
75,Glue Type A,7.504094873
60,Glue Type B,10.63842215
60,Glue Type A,6.079306251
50,Glue Type A,9.904020721
60,Glue Type A,8.680228753
75,Glue Type B,9.719974645
60,Glue Type B,12.73897998
75,Glue Type A,6.265489795
75,Glue Type A,6.467821131
50,Glue Type B,11.47118453
60,Glue Type B,8.835245717
50,Glue Type B,10.84419616
60,Glue Type B,9.92528588
60,Glue Type B,9.232776277
75,Glue Type B,8.20134729
40,Glue Type A,13.51660807
75,Glue Type B,9.884069551
60,Glue Type A,8.07332059
50,Glue Type B,10.57150218
60,Glue Type B,9.915848156
50,Glue Type B,9.681723752
75,Glue Type A,8.490251648
75,Glue Type A,4.981358413
60,Glue Type A,7.244651216
75,Glue Type A,7.793754383
40,Glue Type B,13.81346952
75,Glue Type A,8.009804006
50,Glue Type B,10.13818427
75,Glue Type A,6.448067019
60,Glue Type B,8.084103564
50,Glue Type A,8.98860063
75,Glue Type A,5.962488534
50,Glue Type B,10.78124707
50,Glue Type A,9.051537309
40,Glue Type A,10.69325053
40,Glue Type B,13.73027581
40,Glue Type A,10.79984144
40,Glue Type B,13.21118001
75,Glue Type B,7.940990058
50,Glue Type A,8.787528063
60,Glue Type A,8.305740664
40,Glue Type B,12.67177871
75,Glue Type A,7.08763233
50,Glue Type A,9.039070356
75,Glue Type A,5.650556232
50,Glue Type A,12.71067115
60,Glue Type B,9.328640008
40,Glue Type A,11.79167088
75,Glue Type B,6.34379346
40,Glue Type A,12.79760758
50,Glue Type B,10.37446615
40,Glue Type A,13.25861451
75,Glue Type B,6.609671077
40,Glue Type A,11.23581705
60,Glue Type A,7.617318347
40,Glue Type B,12.61832384
50,Glue Type B,10.28589934
50,Glue Type A,9.494185866
40,Glue Type A,11.42330096
60,Glue Type B,7.499296255
40,Glue Type A,12.02079733
50,Glue Type A,9.800452302
40,Glue Type A,10.78612114
40,Glue Type A,13.96140113
50,Glue Type A,6.822276219
40,Glue Type B,13.57231306
40,Glue Type B,12.90098636
40,Glue Type A,13.71831955
50,Glue Type B,11.50868333
60,Glue Type A,10.73537491
40,Glue Type A,10.29462653
50,Glue Type A,8.359569749
60,Glue Type A,6.924719378
40,Glue Type A,10.2766099
40,Glue Type B,14.75620069
50,Glue Type A,9.752815727
75,Glue Type A,6.848326248
40,Glue Type A,12.68245151
50,Glue Type A,11.99745681
40,Glue Type B,12.76385103
60,Glue Type B,10.02512501
75,Glue Type A,6.34108221
50,Glue Type A,8.635399788
40,Glue Type A,13.94900992
60,Glue Type B,10.41161049
40,Glue Type B,12.68023422
75,Glue Type A,6.360962181
40,Glue Type A,12.59626146
50,Glue Type B,12.0653762
50,Glue Type A,10.01227194
40,Glue Type A,12.73954387
60,Glue Type A,6.038125206
50,Glue Type B,10.70201019
75,Glue Type B,8.470667406
75,Glue Type A,5.011948002
50,Glue Type B,10.13788839
60,Glue Type A,7.068797969
40,Glue Type B,13.84652485
50,Glue Type B,10.12143361
60,Glue Type A,7.930912427
60,Glue Type A,8.320013055
75,Glue Type A,6.262788507
60,Glue Type A,7.567394801
60,Glue Type A,7.543013349
50,Glue Type B,10.59861441
50,Glue Type A,10.75892623
75,Glue Type A,6.114972841
40,Glue Type B,14.09825291
40,Glue Type B,11.83701094
40,Glue Type A,11.50670132
75,Glue Type B,6.140953679
60,Glue Type B,10.70610778
40,Glue Type B,14.63450941
50,Glue Type A,8.869337366
60,Glue Type A,6.986919036
40,Glue Type B,12.19954257
50,Glue Type A,7.294200161
60,Glue Type A,7.618715561
75,Glue Type B,7.630670287
60,Glue Type A,7.994485295
50,Glue Type A,8.500683863
40,Glue Type A,12.16112179
60,Glue Type A,5.954770468
75,Glue Type A,6.276616019
40,Glue Type B,13.51960942
40,Glue Type A,11.70352303
50,Glue Type A,10.0496505
40,Glue Type B,12.37490608
75,Glue Type B,6.568701391
75,Glue Type A,7.271144732
60,Glue Type A,6.434247165
75,Glue Type B,8.418113101
40,Glue Type A,11.80997005
75,Glue Type B,9.219150489
75,Glue Type B,7.765931485
75,Glue Type A,8.038619589
60,Glue Type B,7.151075889
60,Glue Type B,10.03723553
40,Glue Type A,10.82098533
50,Glue Type B,10.69889444
50,Glue Type A,11.99836519
40,Glue Type B,12.81296005
40,Glue Type A,12.54618289
60,Glue Type B,8.026705109
50,Glue Type B,11.23425502
50,Glue Type B,13.0615459
50,Glue Type B,12.38323004
40,Glue Type B,12.66240183
40,Glue Type A,12.39028699
75,Glue Type B,7.007537523
60,Glue Type B,8.665204196
40,Glue Type A,10.91114786
50,Glue Type A,7.762279072
40,Glue Type B,13.42730466
60,Glue Type A,8.536485002
50,Glue Type A,9.229278451
40,Glue Type A,11.51833098
75,Glue Type B,7.625751508
40,Glue Type A,12.42490674
40,Glue Type A,10.67341873
60,Glue Type B,8.483793138
40,Glue Type B,14.04593375
40,Glue Type B,11.11508036
60,Glue Type A,7.26653263
75,Glue Type B,9.270823798
75,Glue Type B,8.278164085
60,Glue Type A,7.232618886
75,Glue Type A,5.980266527
40,Glue Type B,13.76148879
40,Glue Type B,16.15407026
50,Glue Type A,8.626055407
40,Glue Type A,11.67163318
60,Glue Type B,10.24273018
50,Glue Type B,12.32180176
50,Glue Type B,12.06487273
75,Glue Type A,5.632427308
60,Glue Type B,10.12753483
75,Glue Type B,6.505401088
50,Glue Type B,11.59607706
50,Glue Type A,9.120748109
75,Glue Type B,8.04604163
40,Glue Type B,14.18310278
75,Glue Type B,7.556133622
50,Glue Type A,10.55701325
50,Glue Type B,12.17142066
75,Glue Type A,7.557709512
60,Glue Type B,9.884755472
50,Glue Type B,10.76737027
40,Glue Type B,14.0520805
50,Glue Type B,13.23219595
50,Glue Type B,11.49958413
40,Glue Type A,11.7650049
50,Glue Type B,11.84189643
75,Glue Type B,9.096521523
75,Glue Type A,5.391550101
75,Glue Type A,6.8775572
40,Glue Type A,11.94325015
50,Glue Type B,12.0267318
50,Glue Type A,9.325432098
50,Glue Type A,8.504237812
40,Glue Type B,14.76605522
50,Glue Type A,9.604140327
60,Glue Type B,8.408686517
60,Glue Type B,8.578600618
75,Glue Type A,7.530087513
40,Glue Type A,10.92572897
60,Glue Type A,8.236471789
75,Glue Type A,6.915385589
40,Glue Type A,11.02210308
60,Glue Type B,10.36391334
40,Glue Type B,12.79233937
50,Glue Type B,10.39349992
60,Glue Type B,9.679348544
50,Glue Type A,7.984677372
50,Glue Type A,8.243616279
40,Glue Type B,12.48288449
50,Glue Type A,9.632779853
40,Glue Type B,12.26867969
50,Glue Type A,8.362424512
50,Glue Type B,10.40047432
75,Glue Type B,9.180889596
60,Glue Type A,8.996825683
60,Glue Type A,6.427053275
60,Glue Type A,7.964103413
75,Glue Type A,6.001863234
60,Glue Type A,8.235193083
75,Glue Type A,5.85974814
40,Glue Type A,12.39138505
60,Glue Type B,9.438439573
60,Glue Type B,10.71304928
40,Glue Type B,13.63097841
40,Glue Type A,10.76078682
60,Glue Type B,8.599885139
60,Glue Type A,7.100527362
75,Glue Type A,7.477724975
40,Glue Type A,11.27866296
75,Glue Type B,5.96581401
60,Glue Type B,11.31598578
50,Glue Type B,12.91835473
60,Glue Type A,6.940192646
50,Glue Type A,10.55879792
40,Glue Type B,11.51766542
75,Glue Type A,6.273792221
75,Glue Type A,6.842563035
75,Glue Type B,7.183232127
50,Glue Type A,11.6447693
50,Glue Type A,9.829698974
75,Glue Type B,8.82591995
60,Glue Type B,10.16936869
60,Glue Type B,9.325189886
40,Glue Type A,10.97386341
75,Glue Type B,8.870048333
50,Glue Type A,10.35367382
60,Glue Type B,8.96920665
50,Glue Type B,12.31869952
40,Glue Type B,12.44712831
50,Glue Type B,10.76026964
60,Glue Type B,9.781142755
40,Glue Type A,11.03007127
40,Glue Type A,9.615951104
40,Glue Type A,10.19013246
60,Glue Type A,7.498963691
60,Glue Type A,9.039163713
50,Glue Type B,11.38411748
50,Glue Type A,10.88309616
60,Glue Type A,7.259177416
40,Glue Type A,11.35612701
40,Glue Type B,13.09070509
75,Glue Type A,3.7414065
50,Glue Type B,10.65342323
50,Glue Type A,8.973879469
75,Glue Type A,7.99266428
40,Glue Type B,14.05566054
75,Glue Type B,8.274102185
75,Glue Type B,8.873340203
40,Glue Type A,12.07560789
40,Glue Type B,12.20973494
40,Glue Type B,13.02789253
60,Glue Type B,9.580511526
50,Glue Type A,11.01345649
60,Glue Type A,7.508593313
40,Glue Type B,14.94562877
75,Glue Type B,9.068509171
50,Glue Type B,11.77345913
40,Glue Type B,11.59807363
40,Glue Type A,12.5778566
50,Glue Type B,11.22007529
50,Glue Type A,8.060982661
75,Glue Type B,8.441896813
60,Glue Type B,10.29495701
40,Glue Type A,13.45740721
60,Glue Type B,11.68890762
40,Glue Type B,14.18862886
40,Glue Type B,14.02151935
60,Glue Type B,9.560089624
